fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5.030509952
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6.202544034
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,4.860017929
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,5.860447023
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6.111688677
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,5.784417093
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6.155707226
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,4.90321378
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,5.917430571
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5.177252238
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,4.954265087
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,5.927275564
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,3.966479293
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5.007449177
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5.148249796
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6.046156456
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,4.857311545
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6.067011863
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6.086149031
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,5.920758132
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,5.980908686
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,5.843746678
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,4.948865094
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,5.859927281
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,4.996414281
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,6.771951981
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6.168767761
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6.186241422
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,5.751913335
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,4.827088376
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,4.881823569
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,5.96201797
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7.004341791
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,5.819511547
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6.162571176
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7.238892674
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6.121735247
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,4.832718508
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5.223243352
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,4.791065869
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8.096094774
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,4.774328615
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,4.784624698
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6.238270737
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,4.843771811
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,5.873404152
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7.233668219
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5.057291713
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6.175338858
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,4.88171713
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,4.864641018
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,4.877706186
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5.189505748
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,4.834983166
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,4.75426455
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,4.951334683
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,5.885526799
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6.140981288
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,4.915444786
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5.159811586
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6.097129508
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,5.885553746
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6.184186485
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5.09866045
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,5.932739868
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,5.894472968
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,5.946815027
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6.147440825
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,5.893791867
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6.189802366
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5.196763311
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,5.879568392
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5.191847062
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,4.75423601
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,4.967566993
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,6.941664596
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6.179523293
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6.045316666
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6.125119788
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,5.780911267
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5.04949851
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,5.825826992
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,5.812751901
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6.103146593
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6.025946584
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5.014978274
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6.133245053
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6.224177091
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,4.934081118
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6.108503188
