,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
66,7098857,Jumeirah Beach Residence,25.072954,55.128089,3400000,1672,2,3,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False
393,7531924,Palm Jumeirah,25.104115,55.14847,3150000,1645,2,2,High,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True
579,7586709,The Views,25.088728,55.17331,850000,748,1,2,Medium,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
24,6786263,Palm Jumeirah,25.132021,55.151405,8470000,5232,3,3,Medium,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
211,7430474,Dubai Marina,25.079385,55.141933,1450000,1970,3,4,Medium,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1467,7672375,Bluewaters,25.079247,55.119736,1800000,1117,1,2,Medium,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
144,7342389,Dubai Marina,25.073151,55.136982,1589950,1302,2,3,Medium,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
536,7581146,The Views,25.086886,55.173227,1999999,1660,3,4,High,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False
811,7615201,Dubai Marina,25.074286,55.138949,1000000,699,1,2,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1898,7705389,Palm Jumeirah,25.10433,55.148769,2700000,1076,1,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True
1600,7683773,Meydan,25.150828,55.295714,2974999,2795,4,6,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
85,7197939,City Walk,25.204462,55.262161,2700000,1685,2,2,Medium,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1718,7692444,Palm Jumeirah,25.112193,55.138635,624888,321,0,1,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
272,7488606,Business Bay,25.18219,55.271356,1441498,1417,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
952,7631829,Dubai Marina,25.086726,55.145205,1595000,1376,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1624,7686474,Business Bay,25.187683,55.2699,600000,485,0,1,Medium,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False
1476,7673106,Jumeirah Beach Residence,25.081955,55.138863,690000,714,0,1,Medium,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
1483,7673702,Jumeirah Village Circle,25.04866,55.20955,399990,504,0,1,Low,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1720,7692589,Jumeirah Village Circle,25.047662,55.198611,1200000,1218,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
630,7592132,Jumeirah Village Circle,25.048095,55.206373,610500,851,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True
984,7636148,Jumeirah Village Circle,25.056225,55.20458000000001,940000,1100,2,3,High,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True
1696,7690443,Motor City,25.043586,55.246784,900000,1550,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1780,7697005,Downtown Dubai,25.194935,55.282665,2600000,1485,2,3,Medium,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
1010,7638824,The Views,25.090953,55.16954200000001,1600000,1477,2,2,Medium,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
1305,7664367,Downtown Dubai,25.187093,55.278912,1650000,1450,2,3,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1089,7646990,Al Furjan,25.027686,55.15463199999999,1225000,1700,3,4,Medium,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
505,7571166,Jumeirah,25.240419,55.25277,1780000,1200,2,2,High,True,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True
273,7489254,Business Bay,25.185772,55.2861,2299880,2370,3,4,Medium,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
507,7571266,Downtown Dubai,25.19331,55.280919,2350000,1858,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1252,7660455,Downtown Dubai,25.191719,55.270677,2000000,1443,2,3,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
362,7519087,Downtown Dubai,25.202977,55.280662,1100000,730,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1539,7678869,Business Bay,25.180869,55.271015000000006,1210000,1567,1,2,Low,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1249,7660402,Downtown Dubai,25.195039,55.26942,8924888,4535,4,5,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False
622,7590926,Motor City,25.046706,55.246714,790000,1358,2,3,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
2,6034542,Jumeirah Lake Towers,25.063302,55.137728,1150000,1951,3,5,Medium,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True
6,6356790,Palm Jumeirah,25.114275,55.139764,8503600,2062,2,3,High,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True
1161,7652524,Downtown Dubai,25.187093,55.278912,1650000,1455,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,7498785,Dubai Hills Estate,25.111805,55.24734,1165000,998,2,3,Medium,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1289,7662911,DIFC,25.209806,55.278974,1200000,1025,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1022,7640911,Dubai Hills Estate,25.109367,55.247980000000005,1350000,1361,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
665,7598012,Palm Jumeirah,25.112237,55.138630000000006,992888,713,1,2,Medium,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
364,7520297,Green Community,25.007528,55.16360400000001,1295000,2554,3,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1877,7702582,Jumeirah Beach Residence,25.072573,55.131009,1499000,1884,3,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,7433660,Jumeirah Village Circle,25.066484,55.202948,600000,670,1,2,Low,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
77,7176333,Downtown Dubai,25.186457,55.277512,1800000,1622,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
982,7636113,Jumeirah Village Circle,25.046296,55.200783,935000,1350,2,3,High,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True
27,6814944,Dubai Marina,25.074958,55.138542,8500000,5079,4,4,Medium,False,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1827,7699000,Jumeirah Village Circle,25.050227,55.21335,699505,840,1,2,Ultra,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
525,7579243,Downtown Dubai,25.19168,55.280175,1700000,934,2,3,Low,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1747,7694848,The Views,25.09003,55.170014,1750000,1642,2,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
55,7075159,Jumeirah Lake Towers,25.065736,55.137452,375000,450,0,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
638,7593128,Downtown Dubai,25.191527,55.274545,1300000,1092,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
